id,session,timestamp,dst_ip,dst_port
327,bf1a3446b7b9,2022-11-19T20:06:50.767720Z,5.255.255.60,80
328,bf1a3446b7b9,2022-11-19T20:06:50.923688Z,2001:4998:44:3507::8001,80
329,8607505e8842,2022-11-19T21:47:05.063574Z,216.58.211.14,80
330,8607505e8842,2022-11-19T21:47:05.230869Z,2a00:1450:400f:80d::200e,80
331,8607505e8842,2022-11-19T21:47:05.398431Z,98.137.11.163,80
332,8607505e8842,2022-11-19T21:47:05.566906Z,2001:4998:24:120d::1:1,80
333,8607505e8842,2022-11-19T21:47:05.734613Z,5.255.255.80,80
334,8607505e8842,2022-11-19T21:47:05.902853Z,2001:4998:124:1507::f000,80
335,d10d348248f3,2022-11-19T23:27:45.796119Z,216.58.211.14,80
336,d10d348248f3,2022-11-19T23:27:45.963338Z,2a00:1450:400f:80d::200e,80
337,d10d348248f3,2022-11-19T23:27:46.130839Z,98.137.11.164,80
338,d10d348248f3,2022-11-19T23:27:46.314690Z,2001:4998:124:1507::f000,80
339,d10d348248f3,2022-11-19T23:27:46.482526Z,77.88.55.50,80
340,d10d348248f3,2022-11-19T23:27:46.650517Z,2001:4998:44:3507::8000,80
341,32fd7f52132b,2022-11-20T00:14:58.015548Z,216.58.211.14,80
342,32fd7f52132b,2022-11-20T00:14:58.182045Z,2a00:1450:400f:80d::200e,80
343,32fd7f52132b,2022-11-20T00:14:58.346689Z,74.6.143.26,80
344,32fd7f52132b,2022-11-20T00:14:58.509903Z,2001:4998:124:1507::f001,80
345,32fd7f52132b,2022-11-20T00:14:58.678500Z,74.6.231.21,80
346,32fd7f52132b,2022-11-20T00:14:58.846475Z,2a00:1450:400f:80d::200e,80
347,7ddf228fc204,2022-11-20T00:52:25.206821Z,142.250.74.78,80
348,7ddf228fc204,2022-11-20T00:52:25.363610Z,2a00:1450:400f:802::200e,80
349,7ddf228fc204,2022-11-20T00:52:25.518913Z,74.6.231.20,80
350,7ddf228fc204,2022-11-20T00:52:25.675583Z,2a00:1450:400f:802::200e,80
351,7ddf228fc204,2022-11-20T00:52:25.830889Z,74.6.231.21,80
352,7ddf228fc204,2022-11-20T00:52:25.987380Z,2001:4998:24:120d::1:0,80
353,afdf37275997,2022-11-20T00:57:18.468370Z,142.250.74.78,80
354,afdf37275997,2022-11-20T00:57:18.628233Z,2a00:1450:400f:802::200e,80
355,afdf37275997,2022-11-20T00:57:18.787637Z,74.6.143.25,80
356,afdf37275997,2022-11-20T00:57:18.947260Z,2001:4998:124:1507::f000,80
357,afdf37275997,2022-11-20T00:57:19.103529Z,5.255.255.60,80
358,afdf37275997,2022-11-20T00:57:19.259500Z,2a02:6b8:a::a,80
359,baad77fcf855,2022-11-20T02:36:16.071726Z,142.250.74.78,80
360,baad77fcf855,2022-11-20T02:36:16.227340Z,2a00:1450:400f:802::200e,80
361,baad77fcf855,2022-11-20T02:36:16.383417Z,74.6.231.20,80
362,baad77fcf855,2022-11-20T02:36:16.539183Z,2001:4998:24:120d::1:1,80
363,baad77fcf855,2022-11-20T02:36:16.695576Z,74.6.143.26,80
364,baad77fcf855,2022-11-20T02:36:16.851056Z,2001:4998:124:1507::f001,80
365,1ba8f92128f1,2022-11-20T02:52:07.662312Z,216.58.211.14,80
366,1ba8f92128f1,2022-11-20T02:52:07.831007Z,2a00:1450:400f:80d::200e,80
367,1ba8f92128f1,2022-11-20T02:52:07.998893Z,74.6.143.26,80
368,1ba8f92128f1,2022-11-20T02:52:08.167493Z,2001:4998:44:3507::8000,80
369,1ba8f92128f1,2022-11-20T02:52:08.334987Z,74.6.143.26,80
370,1ba8f92128f1,2022-11-20T02:52:08.503444Z,2001:4998:124:1507::f000,80
371,09f54a90c780,2022-11-20T03:52:57.990662Z,142.250.74.78,80
372,09f54a90c780,2022-11-20T03:52:58.142338Z,2a00:1450:400f:802::200e,80
373,09f54a90c780,2022-11-20T03:52:58.294175Z,74.6.231.21,80
374,09f54a90c780,2022-11-20T03:52:58.445724Z,2001:4998:44:3507::8000,80
375,09f54a90c780,2022-11-20T03:52:58.598145Z,77.88.55.77,80
376,09f54a90c780,2022-11-20T03:52:58.750449Z,2001:4998:124:1507::f000,80
377,7d18dd564a5d,2022-11-20T06:59:26.771901Z,142.250.74.78,80
378,7d18dd564a5d,2022-11-20T06:59:26.925933Z,2a00:1450:400f:802::200e,80
379,7d18dd564a5d,2022-11-20T06:59:27.082495Z,98.137.11.164,80
380,7d18dd564a5d,2022-11-20T06:59:27.233764Z,2001:4998:44:3507::8000,80
381,7d18dd564a5d,2022-11-20T06:59:27.385981Z,98.137.11.164,80
382,7d18dd564a5d,2022-11-20T06:59:27.538268Z,2001:4998:24:120d::1:1,80
383,e4dce18dee4d,2022-11-20T08:05:29.488122Z,216.58.211.14,80
384,e4dce18dee4d,2022-11-20T08:05:29.655365Z,2a00:1450:400f:80d::200e,80
385,e4dce18dee4d,2022-11-20T08:05:29.822876Z,74.6.143.26,80
386,e4dce18dee4d,2022-11-20T08:05:29.990687Z,2001:4998:124:1507::f001,80
387,e4dce18dee4d,2022-11-20T08:05:30.158903Z,74.6.143.25,80
388,e4dce18dee4d,2022-11-20T08:05:30.326634Z,2001:4998:124:1507::f000,80
389,a522e847c165,2022-11-20T08:37:42.608062Z,142.250.74.78,80
390,a522e847c165,2022-11-20T08:37:42.762632Z,2a00:1450:400f:802::200e,80
391,a522e847c165,2022-11-20T08:37:42.918764Z,142.250.74.78,80
392,a522e847c165,2022-11-20T08:37:43.074444Z,2001:4998:24:120d::1:1,80
393,a522e847c165,2022-11-20T08:37:43.230479Z,142.250.74.78,80
394,a522e847c165,2022-11-20T08:37:43.386295Z,2a00:1450:400f:802::200e,80
395,e7f396abfa50,2022-11-20T11:07:27.785025Z,142.250.74.78,80
396,e7f396abfa50,2022-11-20T11:07:27.940029Z,2a00:1450:400f:802::200e,80
397,e7f396abfa50,2022-11-20T11:07:28.094738Z,98.137.11.164,80
398,e7f396abfa50,2022-11-20T11:07:28.251172Z,2001:4998:124:1507::f000,80
399,e7f396abfa50,2022-11-20T11:07:28.407704Z,77.88.55.88,80
400,e7f396abfa50,2022-11-20T11:07:28.563791Z,2001:4998:24:120d::1:1,80
401,21bdd80ea992,2022-11-20T11:14:30.323387Z,216.58.211.14,80
402,21bdd80ea992,2022-11-20T11:14:30.494715Z,2a00:1450:400f:80d::200e,80
403,21bdd80ea992,2022-11-20T11:14:30.680096Z,98.137.11.164,80
404,21bdd80ea992,2022-11-20T11:14:30.847176Z,2001:4998:44:3507::8000,80
405,21bdd80ea992,2022-11-20T11:14:31.014671Z,74.6.231.20,80
406,21bdd80ea992,2022-11-20T11:14:31.183223Z,2001:4998:124:1507::f000,80
407,2b005eb19973,2022-11-20T11:16:19.969635Z,142.250.74.78,80
408,2b005eb19973,2022-11-20T11:16:20.127530Z,2a00:1450:400f:802::200e,80
409,2b005eb19973,2022-11-20T11:16:20.283679Z,74.6.143.25,80
410,2b005eb19973,2022-11-20T11:16:20.439511Z,2001:4998:124:1507::f001,80
411,2b005eb19973,2022-11-20T11:16:20.595204Z,74.6.231.20,80
412,2b005eb19973,2022-11-20T11:16:20.751302Z,2a00:1450:400f:802::200e,80
413,d692e410b990,2022-11-20T12:23:57.668403Z,speedtest.tele2.net,80
414,acaa9101bb23,2022-11-20T13:26:07.559044Z,216.58.211.14,80
415,acaa9101bb23,2022-11-20T13:26:07.731616Z,2a00:1450:400f:80d::200e,80
416,acaa9101bb23,2022-11-20T13:26:07.899389Z,74.6.231.20,80
417,acaa9101bb23,2022-11-20T13:26:08.072090Z,2001:4998:124:1507::f001,80
418,acaa9101bb23,2022-11-20T13:26:08.243390Z,74.6.143.26,80
419,acaa9101bb23,2022-11-20T13:26:08.419627Z,2001:4998:44:3507::8000,80
420,cfedcc50de7b,2022-11-20T14:25:11.342596Z,216.58.211.14,80
421,cfedcc50de7b,2022-11-20T14:25:11.510377Z,2a00:1450:400f:80d::200e,80
422,cfedcc50de7b,2022-11-20T14:25:11.674019Z,98.137.11.163,80
423,cfedcc50de7b,2022-11-20T14:25:11.839218Z,2001:4998:44:3507::8001,80
424,cfedcc50de7b,2022-11-20T14:25:12.006328Z,74.6.231.20,80
425,cfedcc50de7b,2022-11-20T14:25:12.173937Z,2001:4998:44:3507::8001,80
426,e9a7c3df42f6,2022-11-20T15:36:15.659485Z,142.250.74.78,80
427,e9a7c3df42f6,2022-11-20T15:36:15.814430Z,2a00:1450:400f:802::200e,80
428,e9a7c3df42f6,2022-11-20T15:36:15.970521Z,98.137.11.164,80
429,e9a7c3df42f6,2022-11-20T15:36:16.126262Z,2001:4998:24:120d::1:1,80
430,e9a7c3df42f6,2022-11-20T15:36:16.282373Z,98.137.11.164,80
431,e9a7c3df42f6,2022-11-20T15:36:16.434488Z,2a02:6b8:a::a,80
432,24a9cc1ad125,2022-11-20T17:51:38.844585Z,142.250.74.78,80
433,24a9cc1ad125,2022-11-20T17:51:38.998434Z,2a00:1450:400f:802::200e,80
434,24a9cc1ad125,2022-11-20T17:51:39.154700Z,74.6.143.25,80
435,24a9cc1ad125,2022-11-20T17:51:39.310512Z,2001:4998:44:3507::8000,80
436,24a9cc1ad125,2022-11-20T17:51:39.466450Z,98.137.11.163,80
437,24a9cc1ad125,2022-11-20T17:51:39.622515Z,2001:4998:24:120d::1:0,80
438,a3276863f63c,2022-11-20T18:03:04.543463Z,speedtest.tele2.net,80
439,cdb4698c43ef,2022-11-20T18:45:01.921311Z,216.58.211.14,80
440,cdb4698c43ef,2022-11-20T18:45:02.099977Z,2a00:1450:400f:80d::200e,80
441,cdb4698c43ef,2022-11-20T18:45:02.271883Z,216.58.211.14,80
442,cdb4698c43ef,2022-11-20T18:45:02.449925Z,2001:4998:24:120d::1:1,80
443,cdb4698c43ef,2022-11-20T18:45:02.628069Z,98.137.11.163,80
444,cdb4698c43ef,2022-11-20T18:45:02.800234Z,2001:4998:44:3507::8000,80
445,8cb395572160,2022-11-20T18:46:39.435111Z,142.250.74.78,80
446,8cb395572160,2022-11-20T18:46:39.591026Z,2a00:1450:400f:802::200e,80
447,8cb395572160,2022-11-20T18:46:39.747496Z,98.137.11.164,80
448,8cb395572160,2022-11-20T18:46:39.903743Z,2001:4998:24:120d::1:1,80
449,8cb395572160,2022-11-20T18:46:40.058916Z,142.250.74.78,80
450,8cb395572160,2022-11-20T18:46:40.215304Z,2001:4998:124:1507::f000,80
451,3abfed465a11,2022-11-20T19:05:00.862283Z,142.250.74.78,80
452,3abfed465a11,2022-11-20T19:05:01.018849Z,2a00:1450:400f:802::200e,80
453,3abfed465a11,2022-11-20T19:05:01.174309Z,98.137.11.163,80
454,3abfed465a11,2022-11-20T19:05:01.326589Z,2001:4998:44:3507::8001,80
455,3abfed465a11,2022-11-20T19:05:01.482713Z,77.88.55.60,80
456,3abfed465a11,2022-11-20T19:05:01.638153Z,2001:4998:124:1507::f001,80
457,08916b22209d,2022-11-20T21:24:37.784713Z,216.58.211.14,80
458,08916b22209d,2022-11-20T21:24:37.950566Z,2a00:1450:400f:80d::200e,80
459,08916b22209d,2022-11-20T21:24:38.114292Z,216.58.211.14,80
460,08916b22209d,2022-11-20T21:24:38.281784Z,2001:4998:24:120d::1:0,80
461,08916b22209d,2022-11-20T21:24:38.445683Z,98.137.11.163,80
462,08916b22209d,2022-11-20T21:24:38.609651Z,2001:4998:44:3507::8001,80
463,38146efa7f0d,2022-11-20T23:35:19.505049Z,142.250.74.78,80
464,38146efa7f0d,2022-11-20T23:35:19.663734Z,2a00:1450:400f:802::200e,80
465,38146efa7f0d,2022-11-20T23:35:19.823599Z,142.250.74.78,80
466,38146efa7f0d,2022-11-20T23:35:19.983780Z,2001:4998:44:3507::8000,80
467,38146efa7f0d,2022-11-20T23:35:20.140033Z,74.6.143.25,80
468,38146efa7f0d,2022-11-20T23:35:20.299760Z,2001:4998:24:120d::1:0,80
469,18388c5f259e,2022-11-20T23:49:26.921639Z,142.250.74.78,80
470,18388c5f259e,2022-11-20T23:49:27.078383Z,2a00:1450:400f:802::200e,80
471,18388c5f259e,2022-11-20T23:49:27.234761Z,142.250.74.78,80
472,18388c5f259e,2022-11-20T23:49:27.390744Z,2001:4998:124:1507::f001,80
473,18388c5f259e,2022-11-20T23:49:27.547104Z,5.255.255.77,80
474,18388c5f259e,2022-11-20T23:49:27.702823Z,2001:4998:44:3507::8001,80
475,40fddcfecd03,2022-11-22T05:40:29.569664Z,142.250.74.78,80
476,40fddcfecd03,2022-11-22T05:40:29.726550Z,2a00:1450:400f:802::200e,80
477,40fddcfecd03,2022-11-22T05:40:29.882655Z,74.6.231.21,80
478,40fddcfecd03,2022-11-22T05:40:30.038549Z,2001:4998:124:1507::f000,80
479,40fddcfecd03,2022-11-22T05:40:30.194818Z,74.6.231.21,80
480,40fddcfecd03,2022-11-22T05:40:30.350484Z,2001:4998:24:120d::1:0,80
481,db315fee2f68,2022-11-22T06:42:01.089291Z,216.58.211.14,80
482,db315fee2f68,2022-11-22T06:42:01.253417Z,2a00:1450:400f:80d::200e,80
483,db315fee2f68,2022-11-22T06:42:01.417348Z,98.137.11.163,80
484,db315fee2f68,2022-11-22T06:42:01.581684Z,2a00:1450:400f:80d::200e,80
485,db315fee2f68,2022-11-22T06:42:01.746150Z,74.6.231.21,80
486,db315fee2f68,2022-11-22T06:42:01.910216Z,2a00:1450:400f:80d::200e,80
487,7308a4dc4cfa,2022-11-22T08:32:38.667065Z,142.250.74.78,80
488,7308a4dc4cfa,2022-11-22T08:32:38.822167Z,2a00:1450:400f:802::200e,80
489,7308a4dc4cfa,2022-11-22T08:32:38.974535Z,74.6.143.25,80
490,7308a4dc4cfa,2022-11-22T08:32:39.130421Z,2a00:1450:400f:802::200e,80
491,7308a4dc4cfa,2022-11-22T08:32:39.286884Z,74.6.231.20,80
492,7308a4dc4cfa,2022-11-22T08:32:39.442338Z,2a02:6b8:a::a,80
493,b5b9ae43614d,2022-11-22T13:05:17.829843Z,142.250.74.78,80
494,b5b9ae43614d,2022-11-22T13:05:17.981776Z,2a00:1450:400f:802::200e,80
495,b5b9ae43614d,2022-11-22T13:05:18.137847Z,98.137.11.164,80
496,b5b9ae43614d,2022-11-22T13:05:18.289914Z,2001:4998:124:1507::f001,80
497,b5b9ae43614d,2022-11-22T13:05:18.442901Z,74.6.143.26,80
498,b5b9ae43614d,2022-11-22T13:05:18.598652Z,2001:4998:124:1507::f001,80
499,e88c18bf03a7,2022-11-22T13:40:05.548950Z,216.58.211.14,80
500,e88c18bf03a7,2022-11-22T13:40:05.714078Z,2a00:1450:400f:80d::200e,80
501,e88c18bf03a7,2022-11-22T13:40:05.882115Z,74.6.143.25,80
502,e88c18bf03a7,2022-11-22T13:40:06.045732Z,2001:4998:24:120d::1:1,80
503,e88c18bf03a7,2022-11-22T13:40:06.213731Z,98.137.11.163,80
504,e88c18bf03a7,2022-11-22T13:40:06.377718Z,2001:4998:24:120d::1:0,80
505,dfea9d9010b2,2022-11-22T15:46:11.626224Z,speedtest.tele2.net,80
506,a3ebe717e79e,2022-11-22T16:59:49.689318Z,142.250.74.78,80
507,a3ebe717e79e,2022-11-22T16:59:49.847261Z,2a00:1450:400f:802::200e,80
508,a3ebe717e79e,2022-11-22T16:59:50.003165Z,74.6.143.25,80
509,a3ebe717e79e,2022-11-22T16:59:50.163154Z,2001:4998:124:1507::f001,80
510,a3ebe717e79e,2022-11-22T16:59:50.319920Z,74.6.231.21,80
511,a3ebe717e79e,2022-11-22T16:59:50.479701Z,2a00:1450:400f:802::200e,80
512,2143f5fc301a,2022-11-22T18:02:46.255609Z,216.58.211.14,80
513,2143f5fc301a,2022-11-22T18:02:46.423244Z,2a00:1450:400f:80d::200e,80
514,2143f5fc301a,2022-11-22T18:02:46.839391Z,74.6.143.26,80
515,2143f5fc301a,2022-11-22T18:02:47.011934Z,2001:4998:44:3507::8001,80
516,2143f5fc301a,2022-11-22T18:02:47.187522Z,77.88.55.50,80
517,2143f5fc301a,2022-11-22T18:02:47.359114Z,2001:4998:124:1507::f001,80
518,806aef9e71b4,2022-11-22T22:47:08.928004Z,216.58.211.14,80
519,806aef9e71b4,2022-11-22T22:47:09.094258Z,2a00:1450:400f:80d::200e,80
520,806aef9e71b4,2022-11-22T22:47:09.262597Z,74.6.231.20,80
521,806aef9e71b4,2022-11-22T22:47:09.426187Z,2001:4998:44:3507::8001,80
522,806aef9e71b4,2022-11-22T22:47:09.594851Z,5.255.255.80,80
523,806aef9e71b4,2022-11-22T22:47:09.762572Z,2001:4998:124:1507::f000,80
524,4afc82e39d55,2022-11-23T01:58:53.303923Z,142.250.74.78,80
525,4afc82e39d55,2022-11-23T01:58:53.458317Z,2a00:1450:400f:802::200e,80
526,4afc82e39d55,2022-11-23T01:58:53.614591Z,142.250.74.78,80
527,4afc82e39d55,2022-11-23T01:58:53.770567Z,2001:4998:24:120d::1:1,80
528,4afc82e39d55,2022-11-23T01:58:53.926230Z,98.137.11.163,80
529,4afc82e39d55,2022-11-23T01:58:54.078502Z,2001:4998:24:120d::1:0,80
530,c64054cb5de5,2022-11-23T02:39:34.504263Z,216.58.211.14,80
531,c64054cb5de5,2022-11-23T02:39:34.669530Z,2a00:1450:400f:80d::200e,80
532,c64054cb5de5,2022-11-23T02:39:34.833657Z,74.6.231.21,80
533,c64054cb5de5,2022-11-23T02:39:34.997728Z,2a00:1450:400f:80d::200e,80
534,c64054cb5de5,2022-11-23T02:39:35.161671Z,5.255.255.55,80
535,c64054cb5de5,2022-11-23T02:39:35.325709Z,2001:4998:24:120d::1:1,80
536,e65f44b31d3b,2022-11-23T05:24:53.292354Z,216.58.211.14,80
537,e65f44b31d3b,2022-11-23T05:24:53.459100Z,2a00:1450:400f:80d::200e,80
538,e65f44b31d3b,2022-11-23T05:24:53.626678Z,98.137.11.164,80
539,e65f44b31d3b,2022-11-23T05:24:53.794987Z,2a00:1450:400f:80d::200e,80
540,e65f44b31d3b,2022-11-23T05:24:53.962645Z,98.137.11.163,80
541,e65f44b31d3b,2022-11-23T05:24:54.130334Z,2001:4998:44:3507::8000,80
542,6498f08d2472,2022-11-23T09:02:04.965237Z,142.250.74.78,80
543,6498f08d2472,2022-11-23T09:02:05.123074Z,2a00:1450:400f:802::200e,80
544,6498f08d2472,2022-11-23T09:02:05.278624Z,142.250.74.78,80
545,6498f08d2472,2022-11-23T09:02:05.434745Z,2001:4998:124:1507::f000,80
546,6498f08d2472,2022-11-23T09:02:05.591209Z,77.88.55.80,80
547,6498f08d2472,2022-11-23T09:02:05.747966Z,2001:4998:44:3507::8001,80
548,b3afc2a6d0c6,2022-11-23T10:43:38.457180Z,142.250.74.78,80
549,b3afc2a6d0c6,2022-11-23T10:43:38.610733Z,2a00:1450:400f:802::200e,80
550,b3afc2a6d0c6,2022-11-23T10:43:38.766532Z,74.6.143.25,80
551,b3afc2a6d0c6,2022-11-23T10:43:38.922275Z,2001:4998:44:3507::8001,80
552,b3afc2a6d0c6,2022-11-23T10:43:39.078774Z,5.255.255.60,80
553,b3afc2a6d0c6,2022-11-23T10:43:39.234409Z,2001:4998:24:120d::1:0,80
554,e9154bc04649,2022-11-23T11:56:23.391000Z,216.58.211.14,80
555,e9154bc04649,2022-11-23T11:56:23.558047Z,2a00:1450:400f:80d::200e,80
556,e9154bc04649,2022-11-23T11:56:23.726362Z,98.137.11.163,80
557,e9154bc04649,2022-11-23T11:56:23.894542Z,2001:4998:24:120d::1:0,80
558,e9154bc04649,2022-11-23T11:56:24.062262Z,216.58.211.14,80
559,e9154bc04649,2022-11-23T11:56:24.230667Z,2001:4998:124:1507::f001,80
560,60c8849b1c43,2022-11-23T14:03:47.371935Z,142.250.74.78,80
561,60c8849b1c43,2022-11-23T14:03:47.527325Z,2a00:1450:400f:802::200e,80
562,60c8849b1c43,2022-11-23T14:03:47.687422Z,98.137.11.164,80
563,60c8849b1c43,2022-11-23T14:03:47.843379Z,2001:4998:124:1507::f001,80
564,60c8849b1c43,2022-11-23T14:03:48.003553Z,77.88.55.77,80
565,60c8849b1c43,2022-11-23T14:03:48.159458Z,2001:4998:44:3507::8000,80
566,ee86c9e2ef8e,2022-11-23T15:17:18.516792Z,216.58.211.14,80
567,ee86c9e2ef8e,2022-11-23T15:17:18.682259Z,2a00:1450:400f:80d::200e,80
568,ee86c9e2ef8e,2022-11-23T15:17:18.845814Z,74.6.143.25,80
569,ee86c9e2ef8e,2022-11-23T15:17:19.009876Z,2001:4998:44:3507::8000,80
570,ee86c9e2ef8e,2022-11-23T15:17:19.178395Z,98.137.11.163,80
571,ee86c9e2ef8e,2022-11-23T15:17:19.342221Z,2001:4998:24:120d::1:0,80
572,4d623ade48ce,2022-11-23T18:29:06.048105Z,216.58.211.14,80
573,4d623ade48ce,2022-11-23T18:29:06.213681Z,2a00:1450:400f:80d::200e,80
574,4d623ade48ce,2022-11-23T18:29:06.378002Z,74.6.143.26,80
575,4d623ade48ce,2022-11-23T18:29:06.541873Z,2a00:1450:400f:80d::200e,80
576,4d623ade48ce,2022-11-23T18:29:06.707885Z,77.88.55.60,80
577,4d623ade48ce,2022-11-23T18:29:06.874187Z,2001:4998:124:1507::f000,80
578,773cf24ae6a9,2022-11-23T19:40:24.461877Z,142.250.74.78,80
579,773cf24ae6a9,2022-11-23T19:40:24.618533Z,2a00:1450:400f:802::200e,80
580,773cf24ae6a9,2022-11-23T19:40:24.774584Z,74.6.143.26,80
581,773cf24ae6a9,2022-11-23T19:40:24.930482Z,2a00:1450:400f:802::200e,80
582,773cf24ae6a9,2022-11-23T19:40:25.086197Z,74.6.231.20,80
583,773cf24ae6a9,2022-11-23T19:40:25.238530Z,2001:4998:124:1507::f000,80
584,58255999fda7,2022-11-23T22:38:12.254072Z,142.250.74.78,80
585,58255999fda7,2022-11-23T22:38:12.422342Z,2a00:1450:400f:802::200e,80
586,58255999fda7,2022-11-23T22:38:12.590403Z,74.6.143.25,80
587,58255999fda7,2022-11-23T22:38:12.758420Z,2001:4998:24:120d::1:0,80
588,58255999fda7,2022-11-23T22:38:12.926349Z,74.6.143.26,80
589,58255999fda7,2022-11-23T22:38:13.094238Z,2001:4998:124:1507::f000,80
590,ff3faec70b75,2022-11-24T00:02:06.207370Z,216.58.211.14,80
591,ff3faec70b75,2022-11-24T00:02:06.374892Z,2a00:1450:400f:80d::200e,80
592,ff3faec70b75,2022-11-24T00:02:06.543268Z,98.137.11.163,80
593,ff3faec70b75,2022-11-24T00:02:06.710552Z,2001:4998:24:120d::1:0,80
594,ff3faec70b75,2022-11-24T00:02:06.879163Z,5.255.255.70,80
595,ff3faec70b75,2022-11-24T00:02:07.047077Z,2001:4998:124:1507::f000,80
596,49015c3afaa5,2022-11-24T02:41:56.628173Z,142.250.74.78,80
597,49015c3afaa5,2022-11-24T02:41:56.787065Z,2a00:1450:400f:802::200e,80
598,49015c3afaa5,2022-11-24T02:41:56.943407Z,98.137.11.164,80
599,49015c3afaa5,2022-11-24T02:41:57.099546Z,2001:4998:124:1507::f001,80
600,49015c3afaa5,2022-11-24T02:41:57.258908Z,142.250.74.78,80
601,49015c3afaa5,2022-11-24T02:41:57.414790Z,2001:4998:44:3507::8000,80
602,0dacb53653cc,2022-11-24T05:08:47.073980Z,216.58.211.14,80
603,0dacb53653cc,2022-11-24T05:08:47.237750Z,2a00:1450:400f:80d::200e,80
604,0dacb53653cc,2022-11-24T05:08:47.401851Z,74.6.231.20,80
605,0dacb53653cc,2022-11-24T05:08:47.566185Z,2001:4998:44:3507::8000,80
606,0dacb53653cc,2022-11-24T05:08:47.729762Z,77.88.55.55,80
607,0dacb53653cc,2022-11-24T05:08:47.893821Z,2001:4998:124:1507::f001,80
608,fdbdbe96cd7c,2022-11-26T02:05:32.103015Z,142.250.74.78,80
609,fdbdbe96cd7c,2022-11-26T02:05:32.257893Z,2a00:1450:400f:802::200e,80
610,fdbdbe96cd7c,2022-11-26T02:05:32.413905Z,98.137.11.164,80
611,fdbdbe96cd7c,2022-11-26T02:05:32.570205Z,2001:4998:24:120d::1:1,80
612,fdbdbe96cd7c,2022-11-26T02:05:32.726224Z,77.88.55.66,80
613,fdbdbe96cd7c,2022-11-26T02:05:32.881403Z,2a00:1450:400f:802::200e,80
614,6b37ff09db9a,2022-11-26T04:24:39.013197Z,216.58.211.14,80
615,6b37ff09db9a,2022-11-26T04:24:39.182930Z,2a00:1450:400f:80d::200e,80
616,6b37ff09db9a,2022-11-26T04:24:39.350740Z,74.6.231.21,80
617,6b37ff09db9a,2022-11-26T04:24:39.518892Z,2001:4998:44:3507::8001,80
618,6b37ff09db9a,2022-11-26T04:24:39.690600Z,77.88.55.66,80
619,6b37ff09db9a,2022-11-26T04:24:39.858441Z,2a02:6b8:a::a,80
620,eba94c422272,2022-11-26T05:22:59.752892Z,216.58.211.14,80
621,eba94c422272,2022-11-26T05:22:59.917036Z,2a00:1450:400f:80d::200e,80
622,eba94c422272,2022-11-26T05:23:00.081470Z,98.137.11.163,80
623,eba94c422272,2022-11-26T05:23:00.245028Z,2001:4998:124:1507::f000,80
624,eba94c422272,2022-11-26T05:23:00.409143Z,77.88.55.70,80
625,eba94c422272,2022-11-26T05:23:00.573298Z,2001:4998:44:3507::8001,80
626,cfd5c0a3c4d6,2022-11-26T06:06:33.963741Z,142.250.74.78,80
627,cfd5c0a3c4d6,2022-11-26T06:06:34.119478Z,2a00:1450:400f:802::200e,80
628,cfd5c0a3c4d6,2022-11-26T06:06:34.274278Z,74.6.231.21,80
629,cfd5c0a3c4d6,2022-11-26T06:06:34.430776Z,2001:4998:44:3507::8000,80
630,cfd5c0a3c4d6,2022-11-26T06:06:34.587009Z,77.88.55.70,80
631,cfd5c0a3c4d6,2022-11-26T06:06:34.742605Z,2a00:1450:400f:802::200e,80
632,c1952c93db56,2022-11-26T06:41:57.106688Z,142.250.74.78,80
633,c1952c93db56,2022-11-26T06:41:57.261861Z,2a00:1450:400f:802::200e,80
634,c1952c93db56,2022-11-26T06:41:57.417669Z,142.250.74.78,80
635,c1952c93db56,2022-11-26T06:41:57.573959Z,2001:4998:24:120d::1:0,80
636,c1952c93db56,2022-11-26T06:41:57.729693Z,98.137.11.164,80
637,c1952c93db56,2022-11-26T06:41:57.885723Z,2001:4998:124:1507::f000,80
638,a04e7a106875,2022-11-26T07:14:48.053383Z,216.58.211.14,80
639,a04e7a106875,2022-11-26T07:14:48.225577Z,2a00:1450:400f:80d::200e,80
640,a04e7a106875,2022-11-26T07:14:48.395046Z,98.137.11.164,80
641,a04e7a106875,2022-11-26T07:14:48.562679Z,2001:4998:24:120d::1:0,80
642,a04e7a106875,2022-11-26T07:14:48.730676Z,216.58.211.14,80
643,a04e7a106875,2022-11-26T07:14:48.898605Z,2a00:1450:400f:80d::200e,80
644,0e2a3486ec26,2022-11-26T09:23:25.046203Z,142.250.74.78,80
645,0e2a3486ec26,2022-11-26T09:23:25.202283Z,2a00:1450:400f:802::200e,80
646,0e2a3486ec26,2022-11-26T09:23:25.359590Z,142.250.74.78,80
647,0e2a3486ec26,2022-11-26T09:23:25.518284Z,2001:4998:124:1507::f001,80
648,0e2a3486ec26,2022-11-26T09:23:25.678430Z,77.88.55.70,80
649,0e2a3486ec26,2022-11-26T09:23:25.834719Z,2001:4998:24:120d::1:1,80
650,94b5cbf60688,2022-11-26T09:29:46.115199Z,142.250.74.78,80
651,94b5cbf60688,2022-11-26T09:29:46.269531Z,2a00:1450:400f:802::200e,80
652,94b5cbf60688,2022-11-26T09:29:46.425346Z,74.6.143.26,80
653,94b5cbf60688,2022-11-26T09:29:46.581554Z,2001:4998:124:1507::f001,80
654,94b5cbf60688,2022-11-26T09:29:46.733503Z,74.6.231.21,80
655,94b5cbf60688,2022-11-26T09:29:46.889976Z,2a00:1450:400f:802::200e,80
